id,has_file,valid
952005224,False,False
952005525,False,False
952005863,False,False
952006680,False,False
952006783,False,False
952006823,False,False
952006827,False,False
952007069,False,False
952007141,False,False
955000060,False,False
955000430,False,False
967000400,False,False
968000120,False,False
973600020,False,False
976000790,False,False
976000903,False,False
982850010,False,False
982850020,False,False
982850060,False,False
982850080,False,False
982850120,False,False
984000410,False,False
984000450,False,False
984000710,False,False
984000780,False,False
984100010,False,False
984100340,False,False
984100450,False,False
984200590,False,False
984200690,False,False
984210120,False,False
984210220,False,False
984210590,False,False
984210850,False,False
984220240,False,False
984220330,False,False
984220370,False,False
985000833,False,False
985000900,False,False
985000950,False,False
985001015,False,False
985001082,False,False
993000046,False,False
993000136,False,False
993000307,False,False
993000308,False,False
993000315,False,False
993000327,False,False
993000873,False,False
993000950,False,False
993001330,False,False
993001332,False,False
993001342,False,False
993001563,False,False
993001629,False,False
993001914,False,False
993001961,False,False
993001976,False,False
993002108,False,False
993002127,False,False
993002177,False,False
993002225,False,False
993002247,False,False
999000215,False,False
1001200050,False,False
1003000175,False,False
1003400155,True,True
1003400245,True,True
1003400250,False,False
1003600056,False,False
1003600080,True,True
1005000062,False,False
1005000250,False,False
1015000050,True,True
1015500300,False,False
1016000080,True,True
1018000110,False,False
1018000276,False,False
1020069042,False,False
1021000060,False,False
1021049057,True,True
1022049182,True,True
1022059032,False,False
1022059082,False,False
1022059123,True,True
1022059161,True,True
1022069058,False,False
1022069071,False,False
1023059108,False,False
1023059186,False,False
1023059223,False,False
1023059313,True,True
1023059324,False,False
1023059429,False,False
1023059430,False,False
1023059465,False,False
1023059511,False,False
1023079147,True,True
1023089019,False,False
1023089085,False,False
1023089140,False,False
1023089197,False,False
1023089228,False,False
1024000050,False,False
1024000100,False,False
1024039049,False,False
1024049006,False,False
1024049024,False,False
1024069009,False,False
1024069037,True,True
1024069063,False,False
1024069159,False,False
1024069162,False,False
1024069205,True,True
1024069215,False,False
1025039086,False,False
1025039145,True,True
1025039168,False,False
1025039320,False,False
1025039326,True,True
1025049114,False,False
1025049115,False,False
1025049254,True,True
1025049266,False,False
1025049268,False,False
1025059094,False,False
1025059181,False,False
1025069106,False,False
1025069192,False,False
1025069210,True,True
1025069255,False,False
1025079074,False,False
1025079086,False,False
1026049082,False,False
1026069044,False,False
1026069095,False,False
1026069120,False,False
1026069134,False,False
1026069155,False,False
1026069163,False,False
1026069172,False,False
1032000079,False,False
1035000007,False,False
1036000080,False,False
1036000280,False,False
1036000610,False,False
1036100100,False,False
1036100130,False,False
1036400110,False,False
1036400200,True,True
1036450170,True,True
1036450290,False,False
1036450360,True,True
1038000040,False,False
1041440050,False,False
1041440360,True,True
1041500020,False,False
1042500013,True,True
1042700060,False,False
1042700080,False,False
1042700250,False,False
1042700270,True,True
1042700290,True,True
1048000060,False,False
1048000160,True,True
1049000060,False,False
1049000740,False,False
1049010050,True,True
1053000010,False,False
1056200010,False,False
1061400180,True,True
1061400360,False,False
1061500110,False,False
1061500510,False,False
1061500630,False,False
1062100075,True,True
1062100085,False,False
1062100095,False,False
1062100100,False,False
1062100115,False,False
1062100116,True,True
1066000290,False,False
1066100260,False,False
1066600025,False,False
1066600045,False,False
1066600090,True,True
1068000150,False,False
1068000235,False,False
1069000070,False,False
1070000110,True,True
1070000180,True,True
1072000240,False,False
1072000260,False,False
1072000400,False,False
1072010510,False,False
1072030510,True,True
1073100030,False,False
1074100110,False,False
1075100050,False,False
1075100090,True,True
1077100020,True,True
1077100035,False,False
1077100070,False,False
1079350020,False,False
1079450410,True,True
1079600270,False,False
1081200070,True,True
1081200350,False,False
1081300200,False,False
1081300370,False,False
1081300390,False,False
1081300450,False,False
1081310060,True,True
1081330030,False,False
1081330060,True,True
1081330180,True,True
1081330210,True,True
1081800070,True,True
1084000107,False,False
1085610030,False,False
1085621740,False,False
1085622460,False,False
1085622540,False,False
1085622860,False,False
1085622890,False,False
1085623250,False,False
1085623350,True,True
1085623560,False,False
1085623640,True,True
1085623730,False,False
1085623740,False,False
1086100100,True,True
1086100130,False,False
